Baseline,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17
,S1,S2,S3,S4,S5,S6,S7,S8,S9,S5,S1,S1,S1,S1,S1,S1,S1
,,,,,,,,,,S6,S3,S5,S2,S2,S2,S2,S2
,,,,,,,,,,,,S6,S6,S5,S4,S3,S3
,,,,,,,,,,,,,,S6,S5,S5,S4
,,,,,,,,,,,,,,S9,S6,S6,S5
,,,,,,,,,,,,,,,,S7,S6
,,,,,,,,,,,,,,,,,S7
,,,,,,,,,,,,,,,,,S8
,,,,,,,,,,,,,,,,,S9
